,season,abbreviation,playoffs,w,l,pw,pl,mov,srs,o_rtg,x3p_ar,e_fg_percent,tov_percent,orb_percent,ft_fga
715,2001,DAL,True,53.0,29.0,53.0,29.0,4.28,4.61,107.1,0.202,0.498,13.1,24.1,0.231
716,2001,DEN,False,40.0,42.0,34.0,48.0,-2.46,-1.83,103.7,0.21,0.47,12.8,28.3,0.211
717,2001,DET,False,32.0,50.0,36.0,46.0,-1.7,-2.08,100.0,0.162,0.453,14.2,29.3,0.234
718,2001,GSW,False,17.0,65.0,17.0,65.0,-9.05,-8.11,97.8,0.134,0.429,13.9,33.3,0.199
719,2001,HOU,False,45.0,37.0,48.0,34.0,2.29,2.71,106.7,0.217,0.492,14.0,27.5,0.244
720,2001,IND,True,41.0,41.0,40.0,42.0,-0.2,-0.77,102.0,0.18,0.471,14.5,27.0,0.239
721,2001,LAC,False,31.0,51.0,32.0,50.0,-2.89,-2.23,101.3,0.164,0.476,14.9,28.3,0.221
722,2001,LAL,True,56.0,26.0,51.0,31.0,3.38,3.74,108.4,0.191,0.498,13.3,31.1,0.238
723,2001,MIA,True,50.0,32.0,48.0,34.0,2.29,1.73,101.1,0.221,0.469,13.7,24.3,0.227
724,2001,MIL,True,52.0,30.0,52.0,30.0,3.88,3.14,108.8,0.218,0.499,12.8,28.1,0.217
725,2001,MIN,True,47.0,35.0,45.0,37.0,1.35,1.81,105.2,0.131,0.482,13.0,28.6,0.199
726,2001,NJN,False,26.0,56.0,26.0,56.0,-5.05,-5.3,100.0,0.165,0.452,13.9,25.7,0.249
727,2001,NYK,True,48.0,34.0,50.0,32.0,2.63,1.98,101.2,0.18,0.476,14.6,24.2,0.222
728,2001,ORL,True,43.0,39.0,44.0,38.0,0.99,0.39,103.2,0.196,0.474,13.8,29.1,0.215
729,2001,PHI,True,56.0,26.0,54.0,28.0,4.28,3.64,103.6,0.124,0.468,14.7,31.2,0.262
730,2001,PHO,True,51.0,31.0,48.0,34.0,2.21,2.63,100.3,0.156,0.46,14.1,27.3,0.221
731,2001,POR,True,50.0,32.0,53.0,29.0,4.2,4.52,106.5,0.165,0.497,14.8,30.0,0.225
732,2001,SAC,True,55.0,27.0,57.0,25.0,5.82,6.07,105.6,0.194,0.484,13.4,27.2,0.23
733,2001,SAS,True,58.0,24.0,63.0,19.0,7.76,7.92,106.6,0.175,0.496,13.6,27.1,0.267
734,2001,SEA,False,44.0,38.0,41.0,41.0,0.02,0.55,105.6,0.176,0.491,14.3,29.1,0.219
735,2001,TOR,True,47.0,35.0,48.0,34.0,2.26,1.69,105.9,0.167,0.468,12.1,30.8,0.213
736,2001,UTA,True,53.0,29.0,55.0,27.0,4.7,5.0,107.6,0.135,0.497,15.1,30.2,0.273
737,2001,VAN,False,23.0,59.0,25.0,57.0,-5.73,-4.94,99.6,0.145,0.464,14.9,26.1,0.223
738,2001,WAS,False,19.0,63.0,23.0,59.0,-6.67,-6.75,100.6,0.131,0.46,15.7,29.7,0.264
740,2000,ATL,False,28.0,54.0,26.0,56.0,-5.38,-5.41,102.0,0.12,0.46,14.1,31.7,0.217
741,2000,BOS,False,35.0,47.0,39.0,43.0,-0.76,-1.0,104.8,0.183,0.474,13.8,30.4,0.236
742,2000,CHH,True,49.0,33.0,49.0,33.0,2.67,2.33,104.3,0.153,0.475,13.7,25.7,0.285
743,2000,CHI,False,17.0,65.0,15.0,67.0,-9.4,-9.23,94.2,0.167,0.443,18.0,29.9,0.24
744,2000,CLE,False,32.0,50.0,31.0,51.0,-3.5,-3.64,100.4,0.136,0.468,15.6,28.1,0.245
745,2000,DAL,False,40.0,42.0,39.0,43.0,-0.57,-0.29,106.6,0.188,0.49,12.6,25.5,0.2
746,2000,DEN,False,35.0,47.0,35.0,47.0,-2.12,-1.76,103.5,0.202,0.476,14.0,29.2,0.222
747,2000,DET,True,42.0,40.0,45.0,37.0,1.44,1.13,107.3,0.184,0.492,14.3,26.8,0.295
748,2000,GSW,False,19.0,63.0,20.0,62.0,-8.27,-7.63,99.8,0.15,0.444,13.9,32.6,0.21
749,2000,HOU,False,34.0,48.0,39.0,43.0,-0.87,-0.57,104.8,0.244,0.494,15.8,29.1,0.236
750,2000,IND,True,56.0,26.0,54.0,28.0,4.6,4.15,108.5,0.224,0.503,13.3,24.9,0.245
751,2000,LAC,False,15.0,67.0,13.0,69.0,-11.52,-10.73,97.8,0.188,0.458,14.9,26.1,0.202
752,2000,LAL,True,67.0,15.0,64.0,18.0,8.55,8.41,107.3,0.153,0.484,12.7,30.6,0.241
753,2000,MIA,True,52.0,30.0,50.0,32.0,3.11,2.75,104.5,0.186,0.495,14.5,28.2,0.208
754,2000,MIL,True,42.0,40.0,42.0,40.0,0.22,-0.06,108.2,0.157,0.494,13.8,30.0,0.228
755,2000,MIN,True,50.0,32.0,48.0,34.0,2.52,2.67,106.1,0.104,0.485,12.9,29.4,0.2
756,2000,NJN,False,31.0,51.0,38.0,44.0,-1.04,-1.18,105.1,0.2,0.468,12.6,28.1,0.233
757,2000,NYK,True,50.0,32.0,46.0,36.0,1.46,1.3,102.5,0.147,0.482,14.4,24.7,0.221
758,2000,ORL,False,41.0,41.0,43.0,39.0,0.68,0.43,102.4,0.124,0.473,15.4,31.6,0.224
759,2000,PHI,True,49.0,33.0,45.0,37.0,1.34,1.02,101.5,0.095,0.457,14.2,31.4,0.233
760,2000,PHO,True,53.0,29.0,56.0,26.0,5.22,5.24,104.6,0.184,0.491,15.2,29.3,0.217
761,2000,POR,True,59.0,23.0,59.0,23.0,6.4,6.36,107.9,0.175,0.501,14.5,30.3,0.24
762,2000,SAC,True,44.0,38.0,49.0,33.0,2.91,3.04,105.0,0.227,0.486,13.9,27.7,0.209
763,2000,SAS,True,53.0,29.0,58.0,24.0,5.94,5.92,105.0,0.138,0.488,14.3,27.8,0.258
764,2000,SEA,True,45.0,37.0,44.0,38.0,0.95,1.17,105.6,0.232,0.487,12.9,28.5,0.196
765,2000,TOR,True,45.0,37.0,41.0,41.0,-0.16,-0.46,104.7,0.17,0.464,12.7,30.1,0.23
766,2000,UTA,True,55.0,27.0,54.0,28.0,4.46,4.52,107.3,0.134,0.49,14.3,29.5,0.26
767,2000,VAN,False,22.0,60.0,25.0,57.0,-5.62,-5.1,102.3,0.139,0.474,15.8,30.1,0.247
768,2000,WAS,False,29.0,53.0,32.0,50.0,-3.28,-3.47,103.5,0.133,0.476,14.8,30.6,0.234
770,1999,ATL,True,31.0,19.0,31.0,19.0,2.9,2.82,100.5,0.171,0.436,14.5,33.1,0.277
771,1999,BOS,False,19.0,31.0,22.0,28.0,-1.86,-1.75,100.4,0.182,0.469,14.8,30.6,0.179
772,1999,CHH,False,26.0,24.0,25.0,25.0,-0.1,0.63,102.3,0.198,0.485,15.5,24.4,0.278
773,1999,CHI,False,13.0,37.0,9.0,41.0,-9.46,-8.58,92.4,0.159,0.424,15.1,26.8,0.219
774,1999,CLE,False,22.0,28.0,22.0,28.0,-1.72,-0.94,99.6,0.15,0.464,15.9,25.1,0.285
775,1999,DAL,False,19.0,31.0,21.0,29.0,-2.4,-2.5,102.3,0.148,0.459,13.2,29.8,0.218
776,1999,DEN,False,14.0,36.0,14.0,36.0,-6.6,-6.67,103.1,0.231,0.459,13.9,30.1,0.253
777,1999,DET,True,29.0,21.0,32.0,18.0,3.42,3.97,104.2,0.183,0.48,15.6,30.5,0.256
778,1999,GSW,False,21.0,29.0,20.0,30.0,-2.5,-2.63,98.4,0.135,0.434,14.1,35.2,0.19
779,1999,HOU,True,31.0,19.0,29.0,21.0,2.32,1.39,105.4,0.241,0.506,15.8,27.8,0.228
780,1999,IND,True,33.0,17.0,32.0,18.0,3.74,3.86,108.7,0.207,0.486,12.8,28.7,0.253
781,1999,LAC,False,9.0,41.0,11.0,39.0,-8.82,-8.94,100.0,0.167,0.454,14.9,30.6,0.22
782,1999,LAL,True,31.0,19.0,30.0,20.0,3.02,2.68,107.6,0.174,0.498,14.1,30.6,0.261
783,1999,MIA,True,33.0,17.0,35.0,15.0,4.96,5.11,104.7,0.226,0.494,15.3,27.3,0.26
784,1999,MIL,True,28.0,22.0,28.0,22.0,1.66,1.66,104.9,0.162,0.489,14.3,29.0,0.222
785,1999,MIN,True,25.0,25.0,26.0,24.0,0.38,-0.17,101.9,0.095,0.439,11.7,32.5,0.196
786,1999,NJN,False,16.0,34.0,18.0,32.0,-3.78,-3.2,99.5,0.163,0.434,13.7,31.1,0.231
787,1999,NYK,True,27.0,23.0,27.0,23.0,1.02,1.45,98.6,0.159,0.463,15.9,27.9,0.241
788,1999,ORL,True,33.0,17.0,30.0,20.0,2.6,3.11,100.3,0.171,0.456,15.4,32.6,0.222
789,1999,PHI,True,28.0,22.0,29.0,21.0,2.06,2.56,99.9,0.096,0.439,15.3,34.2,0.276
790,1999,PHO,True,27.0,23.0,29.0,21.0,2.26,2.15,105.8,0.175,0.481,13.0,28.4,0.231
791,1999,POR,True,35.0,15.0,36.0,14.0,6.36,5.67,104.8,0.171,0.473,14.5,31.8,0.253
792,1999,SAC,True,27.0,23.0,24.0,26.0,-0.42,-0.89,102.7,0.219,0.479,14.7,30.6,0.205
793,1999,SAS,True,37.0,13.0,39.0,11.0,8.06,7.12,104.0,0.137,0.479,14.6,30.4,0.259
794,1999,SEA,False,25.0,25.0,23.0,27.0,-1.08,-1.43,105.0,0.226,0.481,14.3,31.9,0.232
795,1999,TOR,False,23.0,27.0,22.0,28.0,-1.64,-1.32,102.0,0.168,0.45,15.0,33.8,0.257
796,1999,UTA,True,37.0,13.0,37.0,13.0,6.52,5.54,105.8,0.107,0.485,16.0,30.0,0.32
797,1999,VAN,False,8.0,42.0,11.0,39.0,-8.66,-8.94,98.4,0.118,0.447,16.0,30.9,0.263
798,1999,WAS,False,18.0,32.0,21.0,29.0,-2.24,-1.75,101.2,0.146,0.468,14.1,28.2,0.213
800,1998,ATL,True,50.0,32.0,51.0,31.0,3.51,3.85,108.2,0.16,0.481,14.1,33.9,0.275
801,1998,BOS,False,36.0,46.0,33.0,49.0,-2.62,-1.96,102.6,0.18,0.464,14.6,32.8,0.206
802,1998,CHH,True,51.0,31.0,47.0,35.0,2.0,2.45,107.5,0.142,0.495,14.6,30.4,0.259
803,1998,CHI,True,62.0,20.0,61.0,21.0,7.11,7.24,107.7,0.141,0.473,13.3,35.7,0.219
804,1998,CLE,True,47.0,35.0,49.0,33.0,2.73,3.06,102.2,0.129,0.478,16.5,30.0,0.266
805,1998,DAL,False,20.0,62.0,24.0,58.0,-6.11,-6.33,100.5,0.175,0.458,13.6,27.6,0.194
806,1998,DEN,False,11.0,71.0,12.0,70.0,-11.78,-11.74,99.0,0.139,0.44,15.1,30.2,0.259
807,1998,DET,False,37.0,45.0,46.0,36.0,1.57,1.95,105.3,0.147,0.472,14.0,30.9,0.267
808,1998,GSW,False,19.0,63.0,17.0,65.0,-9.12,-9.2,95.8,0.101,0.427,15.1,33.7,0.197
809,1998,HOU,True,41.0,41.0,39.0,43.0,-0.76,-1.23,107.7,0.256,0.496,14.8,29.8,0.251
810,1998,IND,True,58.0,24.0,59.0,23.0,6.09,6.25,108.4,0.165,0.502,14.0,27.9,0.262
811,1998,LAC,False,17.0,65.0,21.0,61.0,-7.37,-7.53,103.3,0.219,0.477,14.8,29.6,0.221
812,1998,LAL,True,61.0,21.0,61.0,21.0,7.74,6.88,111.9,0.216,0.519,14.0,31.6,0.285
813,1998,MIA,True,55.0,27.0,56.0,26.0,4.93,5.09,107.6,0.244,0.494,14.5,31.5,0.243
814,1998,MIL,False,36.0,46.0,35.0,47.0,-1.91,-1.33,103.5,0.11,0.475,15.8,31.4,0.26
815,1998,MIN,True,45.0,37.0,43.0,39.0,0.71,0.17,107.8,0.128,0.483,12.7,30.6,0.244
816,1998,NJN,True,43.0,39.0,46.0,36.0,1.57,1.88,108.3,0.135,0.463,12.9,36.7,0.253
817,1998,NYK,True,43.0,39.0,49.0,33.0,2.46,2.74,103.0,0.178,0.476,14.7,29.5,0.218
818,1998,ORL,False,41.0,41.0,38.0,44.0,-1.07,-0.53,102.6,0.141,0.452,14.5,34.2,0.24
819,1998,PHI,False,31.0,51.0,34.0,48.0,-2.39,-1.89,102.8,0.126,0.462,15.4,32.5,0.271
820,1998,PHO,True,56.0,26.0,56.0,26.0,5.18,4.44,107.4,0.18,0.5,14.0,29.7,0.217
821,1998,POR,True,46.0,36.0,45.0,37.0,1.4,0.83,104.0,0.164,0.476,15.8,33.0,0.256
822,1998,SAC,False,27.0,55.0,25.0,57.0,-5.59,-5.83,100.8,0.121,0.464,14.3,30.2,0.215
823,1998,SAS,True,56.0,26.0,53.0,29.0,3.99,3.3,103.8,0.139,0.493,15.6,30.6,0.241
824,1998,SEA,True,61.0,21.0,61.0,21.0,7.17,6.33,111.6,0.243,0.521,13.4,28.7,0.236
825,1998,TOR,False,16.0,66.0,17.0,65.0,-9.27,-8.33,101.2,0.159,0.462,15.1,32.1,0.217
826,1998,UTA,True,62.0,20.0,59.0,23.0,6.54,5.73,112.7,0.11,0.51,14.8,32.3,0.334
827,1998,VAN,False,19.0,63.0,22.0,60.0,-7.3,-7.47,104.1,0.137,0.482,15.8,31.5,0.242
828,1998,WAS,False,42.0,40.0,43.0,39.0,0.59,1.11,105.2,0.139,0.476,13.0,31.2,0.219
830,1997,ATL,True,56.0,26.0,57.0,25.0,5.44,5.52,108.5,0.291,0.498,14.6,31.5,0.236
831,1997,BOS,False,15.0,67.0,22.0,60.0,-7.33,-6.62,103.9,0.191,0.474,14.5,29.4,0.237
832,1997,CHH,True,54.0,28.0,46.0,36.0,1.87,2.13,110.9,0.218,0.518,14.3,28.7,0.243
833,1997,CHI,True,69.0,13.0,68.0,14.0,10.8,10.7,114.4,0.203,0.511,12.5,35.9,0.199
834,1997,CLE,False,42.0,40.0,47.0,35.0,1.84,2.32,104.6,0.215,0.493,15.0,29.4,0.215
835,1997,DAL,False,24.0,58.0,23.0,59.0,-6.35,-6.47,101.1,0.204,0.469,15.4,30.0,0.213
836,1997,DEN,False,21.0,61.0,24.0,58.0,-6.28,-6.4,104.5,0.256,0.486,15.2,28.8,0.227
837,1997,DET,True,54.0,28.0,57.0,25.0,5.24,5.45,110.6,0.246,0.512,13.0,27.5,0.244
838,1997,GSW,False,30.0,52.0,28.0,54.0,-4.71,-4.9,107.2,0.208,0.493,15.8,32.3,0.258
839,1997,HOU,True,57.0,25.0,54.0,28.0,4.48,3.85,108.8,0.284,0.52,15.6,28.4,0.232
840,1997,IND,False,39.0,43.0,44.0,38.0,0.98,1.49,105.8,0.181,0.49,15.5,31.3,0.27
841,1997,LAC,True,36.0,46.0,34.0,48.0,-2.35,-2.66,105.1,0.2,0.482,14.7,30.8,0.227
842,1997,LAL,True,56.0,26.0,53.0,29.0,4.27,3.66,108.3,0.226,0.496,13.7,31.6,0.243
843,1997,MIA,True,61.0,21.0,57.0,25.0,5.49,5.56,106.8,0.299,0.507,15.5,29.2,0.233
844,1997,MIL,False,33.0,49.0,35.0,47.0,-1.89,-1.38,106.2,0.146,0.496,15.1,29.7,0.248
845,1997,MIN,True,40.0,42.0,37.0,45.0,-1.48,-1.82,105.5,0.17,0.485,14.4,28.8,0.254
846,1997,NJN,False,26.0,56.0,28.0,54.0,-4.56,-3.89,104.7,0.193,0.456,13.9,36.4,0.212
847,1997,NYK,True,57.0,25.0,50.0,32.0,3.12,3.31,104.4,0.208,0.501,17.0,30.5,0.255
848,1997,ORL,True,45.0,37.0,40.0,42.0,-0.35,-0.07,105.6,0.256,0.481,14.5,30.9,0.227
849,1997,PHI,False,22.0,60.0,24.0,58.0,-6.54,-5.89,104.6,0.198,0.47,15.3,34.1,0.259
850,1997,PHO,True,40.0,42.0,43.0,39.0,0.66,0.21,109.3,0.213,0.508,13.4,27.1,0.241
851,1997,POR,True,49.0,33.0,53.0,29.0,4.17,3.56,107.9,0.217,0.503,15.4,32.5,0.249
852,1997,SAC,False,34.0,48.0,31.0,51.0,-3.38,-3.64,105.0,0.16,0.485,15.0,32.0,0.226
853,1997,SAS,False,20.0,62.0,19.0,63.0,-7.88,-7.93,103.3,0.185,0.472,14.7,32.4,0.217
854,1997,SEA,True,57.0,25.0,62.0,20.0,7.68,6.91,111.2,0.247,0.51,14.2,30.9,0.269
855,1997,TOR,False,30.0,52.0,32.0,50.0,-3.12,-2.56,104.6,0.245,0.481,15.2,32.5,0.218
856,1997,UTA,True,64.0,18.0,64.0,18.0,8.79,7.97,113.6,0.145,0.53,14.7,29.7,0.299
857,1997,VAN,False,14.0,68.0,15.0,67.0,-10.23,-10.17,100.3,0.197,0.471,15.3,29.7,0.191
858,1997,WSB,True,44.0,38.0,46.0,36.0,1.62,1.77,106.6,0.15,0.505,14.6,30.2,0.21
860,1996,ATL,True,46.0,36.0,45.0,37.0,1.22,1.29,109.4,0.239,0.49,14.0,34.0,0.229
861,1996,BOS,False,33.0,49.0,32.0,50.0,-3.4,-3.37,106.4,0.209,0.494,14.1,28.8,0.235
862,1996,CHH,False,41.0,41.0,39.0,43.0,-0.57,-0.48,111.2,0.23,0.514,14.1,29.5,0.246
863,1996,CHI,True,72.0,10.0,70.0,12.0,12.24,11.8,115.2,0.196,0.517,13.1,36.9,0.217
864,1996,CLE,True,47.0,35.0,49.0,33.0,2.59,2.49,109.9,0.264,0.51,13.7,28.6,0.226
865,1996,DAL,False,26.0,56.0,28.0,54.0,-4.9,-4.71,106.1,0.274,0.47,13.3,34.1,0.192
866,1996,DEN,False,35.0,47.0,33.0,49.0,-2.71,-2.62,105.2,0.172,0.481,14.2,30.7,0.242
867,1996,DET,True,46.0,36.0,49.0,33.0,2.5,2.45,107.9,0.221,0.504,14.6,28.0,0.271
868,1996,GSW,False,36.0,46.0,37.0,45.0,-1.45,-1.42,108.4,0.179,0.489,14.8,33.9,0.265
869,1996,HOU,True,48.0,34.0,46.0,36.0,1.74,1.63,109.3,0.265,0.512,14.1,26.9,0.243
870,1996,IND,True,52.0,30.0,50.0,32.0,3.24,3.11,110.8,0.157,0.509,15.5,33.0,0.294
871,1996,LAC,False,29.0,53.0,31.0,51.0,-3.6,-3.46,106.5,0.208,0.511,15.3,29.3,0.21
872,1996,LAL,True,53.0,29.0,53.0,29.0,4.45,4.21,111.4,0.203,0.515,13.3,30.1,0.228
873,1996,MIA,True,42.0,40.0,45.0,37.0,1.43,1.46,105.3,0.23,0.501,16.0,30.1,0.245
874,1996,MIL,False,25.0,57.0,26.0,56.0,-5.3,-4.92,105.6,0.163,0.495,15.0,29.7,0.218
875,1996,MIN,False,26.0,56.0,26.0,56.0,-5.35,-5.14,104.1,0.132,0.48,16.0,29.8,0.277
876,1996,NJN,False,30.0,52.0,29.0,53.0,-4.23,-4.14,101.9,0.111,0.445,15.1,36.4,0.248
877,1996,NYK,True,47.0,35.0,48.0,34.0,2.32,2.24,106.0,0.201,0.509,14.9,25.5,0.232
878,1996,ORL,True,60.0,22.0,56.0,26.0,5.56,5.4,112.9,0.248,0.529,13.2,29.0,0.232
879,1996,PHI,False,18.0,64.0,16.0,66.0,-10.0,-9.45,102.2,0.224,0.474,16.0,29.4,0.259
880,1996,PHO,True,41.0,41.0,42.0,40.0,0.33,0.28,110.3,0.147,0.498,13.5,29.8,0.286
881,1996,POR,True,44.0,38.0,48.0,34.0,2.35,2.21,106.0,0.203,0.494,15.2,33.4,0.23
882,1996,SAC,True,39.0,43.0,33.0,49.0,-2.71,-2.62,106.2,0.184,0.493,16.0,32.5,0.271
883,1996,SAS,True,59.0,23.0,58.0,24.0,6.3,5.98,110.2,0.2,0.516,13.6,27.5,0.252
884,1996,SEA,True,64.0,18.0,61.0,21.0,7.79,7.4,110.3,0.249,0.526,16.2,29.7,0.288
885,1996,TOR,False,21.0,61.0,21.0,61.0,-7.51,-7.2,103.8,0.177,0.499,17.2,32.0,0.214
886,1996,UTA,True,55.0,27.0,59.0,23.0,6.59,6.25,113.3,0.158,0.517,14.1,31.6,0.276
887,1996,VAN,False,15.0,67.0,15.0,67.0,-9.98,-9.55,97.6,0.174,0.456,15.5,27.3,0.223
888,1996,WSB,False,39.0,43.0,44.0,38.0,1.06,0.99,108.7,0.183,0.521,15.0,28.2,0.228
890,1995,ATL,True,42.0,40.0,45.0,37.0,1.28,1.06,106.6,0.237,0.487,13.9,31.6,0.211
891,1995,BOS,True,35.0,47.0,36.0,46.0,-1.88,-1.92,108.6,0.144,0.491,14.3,33.1,0.249
892,1995,CHH,True,50.0,32.0,50.0,32.0,3.28,2.87,109.6,0.219,0.517,14.3,26.0,0.247
893,1995,CHI,True,47.0,35.0,54.0,28.0,4.83,4.32,109.5,0.177,0.509,14.5,32.9,0.224
894,1995,CLE,True,43.0,39.0,43.0,39.0,0.62,0.55,105.3,0.165,0.472,14.2,31.8,0.241
895,1995,DAL,False,36.0,46.0,33.0,49.0,-2.9,-2.39,107.6,0.163,0.466,13.9,38.9,0.221
896,1995,DEN,True,41.0,41.0,43.0,39.0,0.84,0.96,109.1,0.18,0.511,15.6,32.0,0.263
897,1995,DET,False,28.0,54.0,22.0,60.0,-7.29,-7.08,105.1,0.21,0.499,15.0,28.3,0.217
898,1995,GSW,False,26.0,56.0,27.0,55.0,-5.41,-4.9,106.7,0.233,0.508,15.9,30.3,0.245
899,1995,HOU,True,47.0,35.0,47.0,35.0,2.12,2.32,109.7,0.267,0.529,15.0,26.9,0.232
900,1995,IND,True,52.0,30.0,52.0,30.0,3.7,3.35,109.6,0.158,0.507,15.5,32.8,0.287
901,1995,LAC,False,17.0,65.0,18.0,64.0,-9.16,-8.43,101.5,0.153,0.468,14.6,29.6,0.214
902,1995,LAL,True,48.0,34.0,40.0,42.0,-0.22,-0.01,109.1,0.21,0.5,13.4,31.3,0.215
903,1995,MIA,False,32.0,50.0,36.0,46.0,-1.63,-1.85,108.2,0.175,0.499,14.4,31.7,0.233
904,1995,MIL,False,34.0,48.0,29.0,53.0,-4.37,-4.3,106.2,0.205,0.496,15.5,31.3,0.244
905,1995,MIN,False,21.0,61.0,18.0,64.0,-9.0,-8.22,102.6,0.163,0.475,16.2,27.7,0.293
906,1995,NJN,False,30.0,52.0,32.0,50.0,-3.13,-3.28,105.2,0.192,0.467,14.4,33.3,0.26
907,1995,NYK,True,55.0,27.0,50.0,32.0,3.11,2.78,107.2,0.226,0.508,15.1,28.6,0.243
908,1995,ORL,True,57.0,25.0,59.0,23.0,7.06,6.44,115.1,0.205,0.539,14.0,34.0,0.239
909,1995,PHI,False,24.0,58.0,27.0,55.0,-5.07,-5.06,104.1,0.142,0.475,15.3,32.3,0.238
910,1995,PHO,True,59.0,23.0,51.0,31.0,3.88,3.86,114.5,0.227,0.524,12.7,29.7,0.255
911,1995,POR,True,44.0,38.0,52.0,30.0,3.82,3.8,109.7,0.177,0.483,13.0,37.1,0.218
912,1995,SAC,False,39.0,43.0,38.0,44.0,-1.0,-0.74,105.5,0.16,0.496,16.2,32.1,0.255
913,1995,SAS,True,62.0,20.0,57.0,25.0,5.96,5.9,111.7,0.173,0.516,13.8,30.9,0.275
914,1995,SEA,True,57.0,25.0,61.0,21.0,8.18,7.91,114.8,0.194,0.527,14.1,32.6,0.288
915,1995,UTA,True,60.0,22.0,61.0,21.0,7.99,7.76,114.3,0.126,0.535,14.8,29.1,0.306
916,1995,WSB,False,21.0,61.0,26.0,56.0,-5.6,-5.56,105.4,0.183,0.492,14.3,29.3,0.211
918,1994,ATL,True,57.0,25.0,56.0,26.0,5.27,4.94,107.2,0.118,0.48,13.6,34.6,0.221
919,1994,BOS,False,32.0,50.0,29.0,53.0,-4.28,-4.28,104.2,0.068,0.482,13.5,29.3,0.207
920,1994,CHH,False,41.0,41.0,40.0,42.0,-0.22,-0.23,108.4,0.129,0.5,13.6,29.2,0.23
921,1994,CHI,True,55.0,27.0,50.0,32.0,3.09,2.87,106.1,0.097,0.493,14.6,33.8,0.192
922,1994,CLE,True,47.0,35.0,52.0,30.0,4.02,3.64,109.4,0.121,0.487,12.8,31.8,0.258
923,1994,DAL,False,13.0,69.0,19.0,63.0,-8.7,-8.19,100.4,0.109,0.449,15.0,33.7,0.205
924,1994,DEN,True,42.0,40.0,45.0,37.0,1.49,1.54,103.9,0.088,0.478,15.3,32.2,0.256
925,1994,DET,False,20.0,62.0,21.0,61.0,-7.78,-7.46,102.7,0.148,0.477,13.7,28.4,0.179
926,1994,GSW,True,50.0,32.0,46.0,36.0,1.74,1.76,108.3,0.12,0.512,14.9,32.9,0.214
927,1994,HOU,True,58.0,24.0,53.0,29.0,4.32,4.19,105.9,0.191,0.507,15.0,27.6,0.218
928,1994,IND,True,47.0,35.0,51.0,31.0,3.45,3.26,107.8,0.077,0.5,16.0,34.4,0.27
929,1994,LAC,False,27.0,55.0,26.0,56.0,-5.72,-5.28,102.9,0.116,0.484,15.4,30.4,0.211
930,1994,LAL,False,33.0,49.0,29.0,53.0,-4.29,-3.93,104.8,0.11,0.466,12.8,33.2,0.193
931,1994,MIA,True,42.0,40.0,48.0,34.0,2.67,2.4,109.5,0.145,0.488,14.3,35.3,0.253
932,1994,MIL,False,20.0,62.0,24.0,58.0,-6.48,-6.24,102.5,0.15,0.471,14.7,31.1,0.225
933,1994,MIN,False,20.0,62.0,23.0,59.0,-6.93,-6.55,101.9,0.085,0.471,16.4,30.1,0.272
934,1994,NJN,True,45.0,37.0,47.0,35.0,2.2,2.11,107.2,0.096,0.461,12.7,34.0,0.267
935,1994,NYK,True,57.0,25.0,60.0,22.0,6.99,6.48,105.7,0.135,0.483,15.1,34.4,0.232
936,1994,ORL,True,50.0,32.0,52.0,30.0,3.89,3.68,110.8,0.165,0.514,14.4,33.8,0.231
937,1994,PHI,False,25.0,57.0,21.0,61.0,-7.62,-7.37,101.7,0.138,0.478,15.0,28.0,0.221
938,1994,PHO,True,56.0,26.0,54.0,28.0,4.84,4.68,111.7,0.147,0.509,13.9,35.2,0.236
939,1994,POR,True,47.0,35.0,48.0,34.0,2.63,2.6,108.1,0.104,0.472,12.5,34.4,0.24
940,1994,SAC,False,28.0,54.0,26.0,56.0,-5.77,-5.32,103.3,0.104,0.471,14.2,30.4,0.239
941,1994,SAS,True,55.0,27.0,56.0,26.0,5.26,5.05,110.4,0.107,0.494,13.6,35.6,0.239
942,1994,SEA,True,63.0,19.0,64.0,18.0,9.09,8.68,111.1,0.105,0.501,13.7,34.4,0.256
943,1994,UTA,True,53.0,29.0,53.0,29.0,4.22,4.1,108.6,0.083,0.49,13.3,31.3,0.262
944,1994,WSB,False,24.0,58.0,22.0,60.0,-7.38,-7.13,104.5,0.109,0.484,15.3,31.2,0.237
946,1993,ATL,True,43.0,39.0,39.0,43.0,-0.87,-0.67,109.3,0.148,0.493,14.0,34.8,0.227
947,1993,BOS,True,48.0,34.0,43.0,39.0,0.89,0.93,108.7,0.054,0.495,12.9,31.2,0.21
948,1993,CHH,True,44.0,38.0,40.0,42.0,-0.24,-0.02,109.5,0.074,0.499,13.8,31.3,0.254
949,1993,CHI,True,57.0,25.0,58.0,24.0,6.29,6.19,112.9,0.093,0.499,12.0,36.3,0.199
950,1993,CLE,True,54.0,28.0,58.0,24.0,6.45,6.3,112.7,0.108,0.518,12.5,28.1,0.247
951,1993,DAL,False,11.0,71.0,10.0,72.0,-15.2,-14.68,99.5,0.115,0.455,15.1,31.1,0.21
952,1993,DEN,False,36.0,46.0,36.0,46.0,-1.74,-2.14,104.6,0.062,0.47,14.5,33.6,0.245
953,1993,DET,False,40.0,42.0,37.0,45.0,-1.39,-1.1,107.4,0.126,0.473,12.5,34.6,0.198
954,1993,GSW,False,34.0,48.0,38.0,44.0,-0.99,-0.94,109.2,0.118,0.502,14.9,34.2,0.245
955,1993,HOU,True,55.0,27.0,53.0,29.0,4.23,3.57,109.6,0.159,0.515,14.5,30.0,0.235
